userName,score,at,content
Riswandi,3,2023-08-31 04:32:09,Bsi mobile saya hari ini ga bisa dibuka ya? Tulisannya permintaan kehabisan waktu terus
Aldi Firman Fauzi,3,2023-08-31 04:32:07,Kenapa gak bisa di buka bsi? Eror lagi?
Fuad Asari,5,2023-08-31 04:31:53,Ok
Saputra 11,1,2023-08-31 04:30:58,Aplikasi ga jelas sering bgt error.ini IT ya bisa kerja ga?
Zia Arifki,1,2023-08-31 04:30:12,"Hari ni bermasalah lagi, gamau masuk keu banking"
zuhal wardhana,2,2023-08-31 04:29:50,Susah dibuka .... Selalu ada permintaan kehabisan waktu padahal sinyal bagus atabil
Adamroyan Setiawan,1,2023-08-31 04:29:14,Kemarin bisa di gunakan aplikasi nya sekarang nggak bisa di gunakan .tolong cari IT nya yg bener jgn pekerjakan orang IT yang yg masih bertahap belajar . Kaya gini kan jadi susah harus ke ATM dulu
Ravel Alfarisy F R,2,2023-08-31 04:28:56,Ketika buka aplikasi BSI mobile muncul notifikasi permintaan kehabisan waktu
Ita rosita,2,2023-08-31 04:27:56,"Kenapa gk bisa si buka ya aplikasinya,setiap mau di buka pasti permintaan kehabisan waktu"
Rohim Gamer,1,2023-08-31 04:27:15,Sering gangguan haduh wawaw
Muhammad Nabil Adcha,1,2023-08-31 04:27:07,HEH EROR MULU SATTT!!!!!
irfan adian,4,2023-08-31 04:27:03,"Aplikasi ini lengkap, hanya yang suka bikin takut adalah pada saat transaksi pin di minta untu diisi diawal ini agak ngeri siih sebetulnya, saran seperti yng lain aja, user buta transaksi dan setelah yakin baru pin diminta... Cayoo"
Suju Return,3,2023-08-31 04:26:09,"Ayo dong, masa mau begini begini ajh. Apa2 eror, kehabisan waktu."
Risda Nasution,1,2023-08-31 04:25:42,Kenapa pemberitahuan permintaan kehabisan waktu
Noviyani Nuraeni,3,2023-08-31 04:25:20,Sering eror n lemot bgt g recommended
Ahmad Ahmad,5,2023-08-31 04:25:05,Mantab
Deni Fathandi,1,2023-08-31 04:23:58,Apk nya ga jelas tidak bisa di buka terus
Anggi arno Ekananda,1,2023-08-31 04:23:53,Ayolah bsi jangan sedikit sedikit gangguan terus lama lama kabur nasabah kalian
sabrina salsabila riska maulani,1,2023-08-31 04:23:29,eror mulu aplikasinya.. payah
Yogi Rafriadi,1,2023-08-31 04:21:02,"Ini kenapa setiap dibuka tulisannya ""permintaan kehabisan waktu"" terus ya"
Hikam Abqory,1,2023-08-31 04:19:42,Tolong bsi mobile di maintenance dengan baik ya. Sering error Mending pakai bank lain kalau seperti ini terus
Delapan Tone,3,2023-08-31 04:18:38,"Bsi error. Permintaan kehabisan waktu terus, padahal jaringan ok. Padahal mau narik gajian"
Desi Fahera,1,2023-08-31 04:18:29,Lemot banget abis di update padahal sinyal lancar
Henty Martiana,1,2023-08-31 04:18:27,"M-banking eror, parah BSI"
Rizki Yusron,2,2023-08-31 04:17:52,"Sast masukan kode otp salah terus, padahal sudah sesuai, sampai 7x lebih"
Damian Ce,1,2023-08-31 04:17:30,"Kenapa pas kita ganti HP dan masukan data ke aplikasi yg sudah diinstal di HP yg baru kok gk bisa, katanya data yg anda masukan tidak valid. Padahal kita masukan data sesuai KTP dan nomor NIK nya. Giliran dapat diaktivasi di bank pas buka aplikasi katanya batas permintaan waktu habis. 👎🏾"
Azet Hada,1,2023-08-31 04:16:46,Nggk bisa dibuka aplikasinya. Duit disitu semua lagi.... :''. Sulit emang.... Lagi maintenance kah?
Elyyaninovita saa,5,2023-08-31 04:16:43,I like it
Bujang Satria,1,2023-08-31 04:16:34,BSI eror mlu
Fitri Hikmayati,1,2023-08-31 04:15:41,"Susah masuk m banking, Ket 'permintaan waktu habis' terus ada mau 30mnt"
43_Laras Alifiya Zahrok,3,2023-08-31 04:15:05,"Mau aktivasi pasti permintaan waktu sudah habis terus, lama banget loading nya"
Zubair Abdullah,1,2023-08-31 04:14:56,Sering erorrr
usup widodo,2,2023-08-31 04:13:52,Loading nya lama
Andika Wigandini,2,2023-08-31 04:11:59,Aplikasi hobinya gangguan+error ckck
reza salsabila,1,2023-08-31 04:11:49,sering susah sinyal
Ghost Suzer,1,2023-08-31 04:10:45,Sudah mulai gangguan lagi.. Kok Error Mulu nih Apk.. 😬
sai ful,1,2023-08-31 04:09:44,"Tanpa alasan yang jelas, selalu keluar notif permintaan habis waktu, Sulit sekali lakukan transaksi 😤"
RIYAN AMIER,1,2023-08-31 04:08:21,Ngk bisa login permintaan waktu habis
Saep Pudin91,2,2023-08-31 04:04:13,Ko ga bisa kebuka BSI MObile
kucing hutan,1,2023-08-31 04:02:53,"Jaringan paling buruk, yaaa.. Di layanan ini"
titan aminu,1,2023-08-31 04:01:28,Apakah gangguan?
Ari Oktafian,1,2023-08-31 03:59:23,Aplikasi mobile eror terus Minta waktu mulu
Rosmidar Armelo 2,3,2023-08-31 03:58:53,Kenapa kok ga bisa di buka
Amni Ibnu,1,2023-08-31 03:56:05,Saya baru download tapi ngga bisa di buka yg keluar cuma tampilan depan BSI doang ngga bisa di apa2in. Ini maksudnya gmna sih BSI kok makin ribet ya
Ali Shodikin,3,2023-08-31 03:50:30,"Susah login, sesi sdh habis trus , Aplikasinya agak berat"
Santi Sabyan,1,2023-08-31 03:49:07,App nya bikin sabbar sekali..lagi di butuhkan malah error'
Ade Hendra,5,2023-08-31 03:39:24,"Serba mudah, alhamdulillah tentram maksimal"
dhiya alwan,1,2023-08-31 03:23:28,Permudah dalam pendaftaran udah itu saja
Presiden Nesi Anti Andini,2,2023-08-31 01:36:56,gak d update BSI gak bisa di buka dan harus update setelah di update malah FC serba salah
maming sanmiardjo junior,1,2023-08-31 01:00:59,"Not recommended aplikasinya, ada kontak WA juga ttp diarahkan ke no cs center, tlng diperbaiki lagi pelayanan nya, saat Bank yang lain memudahkan nasabah nya, ini malah menyulitkan"
Shava Husnanizahwa,1,2023-08-31 00:25:39,Aplikasi tidak bisa di uninstall
Ammar sebastian,1,2023-08-31 00:14:11,JELEK NAJIS
Ahmad Suwandi,1,2023-08-30 19:08:15,"Topup emoney gagal, saldo kepotong ratusan ribu, dan bukan kali pertama seperti ini. Mantap BSI."
Jamal Dwi,1,2023-08-30 18:17:07,"Kenapa saat aktavasi aplikasi bsi mobile,,udh mau tahap scan wajah malah jd eror,selalu muncul java security cert,padahal dlu mudah2 aja pasang hapus gak masalah,,padahal data semua udh benar semua."
Irwan Syah,5,2023-08-30 17:38:21,Lupa pin gy mana cara'nya
Jasamas Cell,5,2023-08-30 15:33:45,Berkesan dan bermanfaat.
Jangan mengambil Data informasiku,5,2023-08-30 14:12:16,Gak ada bunga nya kalah sama seabank 7% Investasi deposito
Yovie Kyu,5,2023-08-30 13:51:39,"Saya mendapat masalah ""trust anchor for certification path not found"" saat masuk aktivasi setelah membuat pin mobile. Mohon solusinya."
Rico A.rachman,1,2023-08-30 13:50:43,Stiap login masa suruh aktivasi mulu. Buruk banget. Selalu suruh ngulang aktivasi. Semakin buruk dan jelek. Jelek sangat buruk dan burik
Suyitno Ilham,5,2023-08-30 13:16:42,Good
Sukmawati H.Marsuki,1,2023-08-30 11:55:34,Kenapa aplikasi BSI mobile tdk bsa dibuka
Zahra Fatia,1,2023-08-30 11:35:14,Gabisa login..aplikasi ga jelas
Adriadi,5,2023-08-30 11:30:47,Gagal aktivasi
M. David,2,2023-08-30 10:54:07,lagi tidak bisa buka aplikasi nya????
Sutanto,2,2023-08-30 10:44:52,"Kak tolong di di hp sya ko force close mulu ya padahal sebelumnya²nya engga udh nyoba di hapus data atau instal ulang masi sama force close Device yang saya gunakan realme narzo 20, os realme ui 2.0, android 11"
herlis ningsih,2,2023-08-30 08:10:18,"Kapan BSI Mobile Update Tampilan,Tampilan BSI mobile sekarang kurang supel,kurang modern kayak masih tahun 2010 an,Cek saldo susah harus input pin,cek mutasi susah gak kayak bank lain yang lebih mudah contohnys Livin sama Mybca"
Ardias Saputra,1,2023-08-30 07:25:34,tertulis nomer ktp tidak terdaftar di dukcapil. memangnya bikin ktp ga semuanya terdaftar ke dukcapil ya?
Muhammad Fathan Hidayatullah Fathan,2,2023-08-30 07:22:45,Mohon hadirkan fitur setor tunai tanpa kartu
Rangga Syahputra,1,2023-08-30 06:32:17,"saya punya buku tabungan ada 4 , knpa sya daftar di BSI , namaku tidak terdaftar di capil ? klo nmaku tidak terdaftar, harusny bank lain nolak jg, tpi ini bisa aja.. hedeh agak lain sendiri BSI"
oka musir,1,2023-08-30 05:19:50,"Prosesnya sangat lambat, awal bulan Juli kemarin bayar pake Qris, saldonya udah terpotong tapi uangnya belum nyampe ke rekening tujuan. Mencoba untuk lapor emang ada gangguan saat itu di BSI nya. Tapi sampai saat ini uangnya belum kembali, udah hampir 1 bulan dengan melapor 2 kali di bank.."
Menik,3,2023-08-30 02:37:28,Aplikasi ini buat transfer gagal² terus knp ya? Padahal sudah di-update
widyastiati farida,5,2023-08-30 00:48:50,Alhamdulillah fiturnya sangat lengkap. Bisa nabung emas juga niyh..asiik
Bag Marzuki,5,2023-08-30 00:33:08,Bagus membantu
Ali Akbar,4,2023-08-30 00:21:29,Baik programnya
Syafi'i Andhika,5,2023-08-30 00:07:49,Good Semuanya
John Maramba Awang,5,2023-08-29 23:35:30,Sangat bagus
Anto Anto,1,2023-08-29 21:37:06,Layanan jelek
Agustian Hidayat,5,2023-08-29 19:14:09,BSI memang the best
Miska Rina,3,2023-08-29 16:33:17,"Saya kasi 3 bintang,Krn agak kecewa sama banking BSI ini Krn saya pernah mengalami kehilangan saldo di rekening,dan sering GX bagus jaringan nya,"
mhmmd Ipan,1,2023-08-29 15:26:32,saya buka bsi mobile berulang kali tapi tulisan nya. bsi mobile gagal di mulai beberapa kali.pulihkan dengan mengosongkan riwayat nya saran itu knpa?
HR. Taufik Mukmin,5,2023-08-29 14:01:52,Koq tidak bisa dibuka
Shalindri Husain,1,2023-08-29 12:25:08,Gimana sih uninstalnya
Evi Afifah,3,2023-08-29 11:52:57,kenapa aplikasinya ga bisa dibuka
Eri Suprianto,5,2023-08-29 11:24:35,terima kasih Apk BSI saya lebih muda bertransaksi dengan mudah tanpa mesti ke bank...
Oredo M33,2,2023-08-29 11:08:38,Udh beberapa xli msh ggall
Sri Sundari,1,2023-08-29 10:47:48,"Sangat mengecewakan. Sudah isi pulsa 15 ribu,sudah pakai SIM 1 dan data seluler tetap smsnya tidak bisa terkirim."
Teguh Pribadi,4,2023-08-29 10:27:43,😄
Rifqi Nuralamsyah,1,2023-08-29 08:50:06,"Aplikasi mbanking paling buruk, sering error, gabisa verifikasi. Udah kalian jangan pake BSI aja sistemnya busuk"
bro indo,3,2023-08-29 06:58:54,"tolong ditambahkan aktivasi pada WA, karena di SMS sering tidak masuk karena bug"
A19 عبد الله عزام الحسيني,1,2023-08-29 06:22:48,"tolong untuk adakan pembaruan aplikasi , karna aplikasi BSI saya tidak dapat dibuka setelah pembaruan sebelumnya"
surian syah,5,2023-08-29 06:21:45,Mudah dalam operasional
12 Elvin Riki CNH,5,2023-08-29 05:54:02,Alhamdulillah sekarang bisa aktivasi dan login tanpa harus datang ke kantor cabang. 😇
Channel76 FNF,1,2023-08-29 05:19:59,Aplikasi tolol!!!...sdh berkali2 mau bayar shopee masuk ke menu e-commerce BSI ini ga bisa2...uang2 gw yg mau gw transfer bukan uang BSi sialan!!!
Sutarni Sutarni,1,2023-08-29 04:47:34,Sering error
Nurlan Djabar,1,2023-08-29 04:27:11,Aktifasinya susah.
Husain MR,3,2023-08-29 04:17:18,Server sering error
Rangga Aditya Wicaksono,1,2023-08-29 04:09:12,"Saya merasa sangat sangat tidak puas terutama hari ini, ketika saya akan membayar tokped melalui bsi, tidak bisa, bahkan disuruh cek saldo dan mutasi, dan sudah saya cek beberapa kali namun masih tetap tidak bisa"
iin andriyanii,1,2023-08-29 03:56:48,"SDH 2 Minggu daftar rekening baru, pdhal katanya cma sampai 1x24 jm.. tapi sampai skrng blm selesai verifikasi.. mau hapus aplikasi TPI tidak bisa terhapuss"
Muhammad Hafizh Ilham,2,2023-08-29 03:51:09,Mau top up dana kok gak bisa payah
Asep Nurdin,2,2023-08-29 03:37:03,"Transaksi top up sering gagal, tidak bisa diproses. Server nya bagaimana ini..???"
Delfino Fino,1,2023-08-29 03:18:16,"Aktivasi sulit untuk di aktifkan. Dan Verifikasi data juga terlalu lama waktu nya,di suruh ngecek secara berkala tapi udah 2 hari masih belum ada kejelasan nya.."
Risnandar Risnandar,1,2023-08-29 02:10:31,Tidak nyaman pakai nya. Sering nge lag dan error.
Febriana Maghfiroh,1,2023-08-29 02:06:49,Kenapa troubel lagi. Keterangan di flip gangguan.
Eka Runita,2,2023-08-29 01:08:15,lebih bagus lg kalau login menggunakan password itu sekali masuk saja. tidak perlu pakai pin setiap akan ganti menu. seperti aplikasi sebelah yg lebih praktis. agak ribet dari satu menu ke menu lain dan selalu diminta pin.
Pian Alfira,4,2023-08-28 23:52:20,Empat bintang buat aplikasinya. Terimakasih atas responnya.
abdul kadir,5,2023-08-28 21:29:02,Sangat mudah di gunakan dan nyaman
Sasanti Utami,1,2023-08-28 17:56:58,Susah verifikasi wajah
Fake Operator,5,2023-08-28 16:00:04,Ok bagus
Abduh Zulfidar Akaha,4,2023-08-28 15:24:05,Sampai kapan errornya?
New King,1,2023-08-28 13:00:05,Aplikasi gk jelas aktivasi sampe berhari hari itu juga belom berhasil mempersulit nasabah asli Ingat ini bank syariah loh barang siaoa yang mempersulit urusan orang lain maka allah akan mempersulit urusannya
Mira Lombok Group,5,2023-08-28 12:27:57,Sangat bagus
Mahardika Bawono,1,2023-08-28 11:59:36,Gak bisa login
Burhan udin,5,2023-08-28 10:48:07,Jazakumullohu Khoiron Katsiiroon
Yuli Langsingnow,3,2023-08-28 10:03:26,Sering error...aplikasi keluar sendiri saat cek saldo
Beras,5,2023-08-28 08:24:48,Alhamdulillaah... tadinya mau saya kasih bintang 1 kalo susah loginnya soalnya yg duluan susah banget loginnya tapi sekarang alhamdulillaah lancar jaya
Andi Ubaedillah,1,2023-08-28 07:58:10,"Bank rusak, duit ku 200rban hilang gitu aja karena top up gopay gaj bisa, jgn pake bank ini dah"
Fahmi Ach,5,2023-08-28 06:52:45,Mudah di gunakan
Kaisa siregar Kaisa,1,2023-08-28 06:48:48,Kok nggak bisa membuat rekening baru lewat BSI mobile
BANG ALENK CR7,5,2023-08-28 06:18:51,Sangat mantap dan cepat
suhairi mirza,1,2023-08-28 06:05:55,...................n........m...n.m....mn.......mn......mm.mn. .ýmnnmyn..m.....y.m.....n.mm.nmýmynmnnmyn.mý....m..mm.m..m...m..mm..mmm.... M...m..m.mmm.........m....... M.mn..
Anggi Indah Mulyani Sari,1,2023-08-28 06:00:20,"Sangat sangat sangat susah melakukan verifikasi wajah, sampai buat kesal."
Sigit Ariyanto,1,2023-08-28 05:47:22,"Aplikasi tidak mendukung dan tidak rekomendasi sedikit-dikit error suruh hapus data ,suruh install ulang ,tetap saja tidak bisa"
thatha minanda,1,2023-08-28 05:01:11,Sudah dari Sabtu sampai Senin Sudah uninstall dan install lagi hingga 5c Tetep g bis
Oke ko,5,2023-08-28 04:57:44,"Sangat bermanfaat apalagi yang baru daftar haji,mudah mudahan kedepan lebih mudah lagi,karena aturan dari pemerintah."
Mr. Crystian Ageng k,2,2023-08-28 04:56:07,"Verifikasi wajah asli aja masih g percaya, harus ke kantor terdekat buat verifikasi 😡"
Maulana _16,1,2023-08-28 04:31:05,Susah untuk aktivasi setiap memasukkan pin selalu salah padahal tidak pernah mengganti pin
A[G]E purnama,1,2023-08-28 04:16:09,"gebleg bener, mau daftar tapi lokasi tangerang kgk ada, kuntul ngerepotin."
Haris Wandi,1,2023-08-28 04:05:22,"Assalamualaikum Maaf sebelumnya BSI sering eror dan juga transfer dikatakan gagal namun saldo rekening terpotong, ini sangat merugikan bagi pengguna akun rekening dimana kami menggunakan aplikasi ini untuk mempermudah kami bukan mempersulit"
Trisna Erningsih,5,2023-08-28 03:24:55,Mantap
dachyar rody,5,2023-08-28 03:10:26,Mantap 👍👍👍
Nurul Wana,5,2023-08-28 02:28:32,Cukup membantu
Edi Alfian,1,2023-08-28 02:12:55,"Verifikasi wajah gak berhasil2,,,apk gak guna"
Nurul Iksan,1,2023-08-27 16:12:19,"satu dulu karna gak amanah, karna sudah banyak saya ajak kawan² buka rekening pakai kode reff tpi saldo gak bertambah, mau heran tpi lu syariah bang amanah dikit"
Zul pikar,5,2023-08-27 13:24:01,Ok
Mulia Tursina,1,2023-08-27 12:40:49,Mau login zha susah..lelet..pdhal jaringan a bagus..masuk keluar masuk jd a
Bang Piyus,1,2023-08-27 12:36:39,Susah dibuka Pakai wifi atau paket data sama aja.. Langsung force close...
Rangga Rachmad Prayoga,5,2023-08-27 12:32:30,"Syariah cuy, yukk merapatt"
YooJin na,3,2023-08-27 08:38:37,"haduh🥲ribet amat ya masuk account nya, ada tes senyum, konfirmasi ini itu, tx bisa kah di buat simple gitu, masukin NO CARD & SANDI / TAMBAH KTP dah kan cukup simple"
Kham Dani,5,2023-08-27 04:34:03,Tidak bisa update apk yg baru
awenk diki,5,2023-08-27 04:20:03,"BSI keren , tidak pernh ada gangguan ataupun semcam nya , Membuat mbanking pun tidak sulit melalui online"
baju baru,3,2023-08-27 03:45:31,Mengapa aplikasi ini sekarang ga bisa diakses ? Dengan OS 5.1. Dan Ini bersifat sementara apa terusan selamanya ?
Di Sulthan Khairan Aulia,3,2023-08-27 02:40:05,"Apa ini kok saldo terpotong², terus juga riwayat terpotong nya kemana tidak ada di daftar mutasi, tapi gak apa² sih karna udah 2X juga masuk uang entah dari mana walaupun cuma 10K, intinya itu rekening jgn di potong² kalau mau di tambahin mah gak masalah"
sumatera group,1,2023-08-26 23:07:28,Aplikasi sering bermasalah sangat tidak recom sebuah aplikasi uang elektronic bermasalah bahaya!!!
muhamad idris,5,2023-08-26 22:42:19,Tingkatkan pelayanan..BSI berjaya
Putri Salsabila,5,2023-08-26 15:02:08,Knp gk bisa dibuka minnnn
AGUS INDIHOME ACEH,1,2023-08-26 13:55:40,Aplikasi ga guna... Sudah tabungan tapi di persulit
Nina Khayatul Virdyna,1,2023-08-26 13:15:17,Sangat penuh kegagalan ribet tidak seperti bank lain
Try Saputra,2,2023-08-26 08:59:46,"Kenapa aplikasi ini jika dihapus tidak bisa, jika klik lupa kata sandi perintahnya di suruh hapus aplikasi, tapi saat dihapus malah tidak bisa. Sangat tidak membantu sekali, padahal hanya lupa kata sandi. Tolong diperbaiki aplikasinya"
Supandi Fandy,2,2023-08-26 08:36:43,Susah di uninstall
Dindin Wardinah,5,2023-08-26 05:52:43,Semoga berjaya selanja
Rezko Halali,1,2023-08-26 05:47:36,Mending di apus buka mbanking aja ga bisa2
haris gunawan,5,2023-08-26 05:37:20,Verry good
agesta,5,2023-08-26 04:48:37,Ok
Uyi Wasturi,1,2023-08-26 03:49:58,"Jelek banget untuk aktivasi di persulit karna harus ambil gambar kamera yang tidak bisa deteksi wajah dengan baik, sampe senyum aja tidak keditek"
Purba Rosma,5,2023-08-26 02:56:51,Bagus
asep septian,5,2023-08-25 22:49:36,Update saldo dari TRANSFERAN BANK LAIN TOLONG DIPERCEPAT
"guffy G,f,y",5,2023-08-25 19:22:22,Sederhana
puspa 7,1,2023-08-25 17:31:09,SAYA TRANSFER SUDAH TERPOTONG UANG TIDAK SAMPAI KE PENERIMA!! BSI APLIKASI TIDAK LAYAK
Sahril Anwar,1,2023-08-25 15:57:29,"Mohon maaf pengaduan komplain saya segera di selesaikan saya transfer dari dana ke BSI uang nya tidak masuk, nominal nya 2.252.000 keterangan di dana sudah sukses tapi ke rek BSI tidak ada mohon segera di tindak lanjut"
donee tebz,1,2023-08-25 15:55:00,"Transfer ke bank lain pake BI Fast g masuk ke rekening tujuan, nyantol entah ada dimana uang saya, pengaduan sudah beberapa hari g di proses... kecewa berat"
Begitulah Kirakiranya,1,2023-08-25 13:20:54,"JANGAN PERNAH BIKIN REKENING DI BANK INI. Payah nih, aplikasi bank kek aplikasi buatan anak sd. Lagaknya aja syariah, penanganan suka bikin rang kesel. Ndak sah dibales reviewnya, malah tmbah bikin kesel ja kalok klean bales."
Medy Hasibuan,1,2023-08-25 11:43:55,"Mohon maaf ni sebelumnya.. Ini aplikasi atau banknya yang suka bermasalah.. knapa saldo saya nol truss pdahal udah ada masuk beberapa kali transferan dan ada sisa saldo. Memang jumlahnya gaj banyak, tapi stidaknya sigaplah sikit untuk menyikapinya.. saldo saya nol trus, padahal pas saya telpon orang yang kerja di BSI nya katanya saldo saya ada.. jdi gmna cobak"
Jay321 Jay321,5,2023-08-25 10:15:46,Ok
Meytha Krisnupathi,3,2023-08-25 10:15:28,Baru sekalinya memakai aplikasi Mbankingnya BSI stlh dibujuk sekian lamaaa e...mlh ada bug nya...alhasil hrs uninstall...dan g bs masuk lagiii...huhuhu..mengsedih
Shafiqhqq,1,2023-08-25 09:03:32,Mengecewakan
Widy Suryaning,1,2023-08-25 08:19:17,"sering banget eror untuk transfer BI fast, saldo kepotong, daftar mutasi keluar ada tapi gaada keterangan transfer kemana, di cek ke rekening satunya masih masih belum masuk. anehnya pas ke temen bisa, giliran ke rekening sendiri gabisa. 2x kejadian kayak gini. waktu itu smpe harus ngadep ke yayayasan dan problemnya sama. klpun blm masuk ke rekening tujuan, seenggaknya di daftar mutasi bisa ada keterangan tf ke rekening mana. jadi pertimbangan lagi mau pakai bsi mobile."
Diyan Ardiyana,1,2023-08-25 07:51:11,Katanya bank syariah atm di blokir di persulit. Masuk mbking ga bisa verifikasi ke 2 nya. Bank apaan ini. Nyesel pake bank ini
Ilyas Muhammad,1,2023-08-25 07:48:53,Kak saya top ap 100k kok masuk di rekening cuma 50k?
Yawmil Atikah,3,2023-08-25 07:37:24,Kenapa saya tidak bisa masuk apk nya
Yu Lia,5,2023-08-25 06:35:34,Aplikasi yg sangat membantu nasabah dalam bertransaksi.
agus kusaeri,5,2023-08-25 06:21:44,Pelayanan bagus. Terimakasih
Bebry Yanti,1,2023-08-25 05:38:52,Ketika kita beli ponsel baru atau keinstal ulang ponsel nya buat masuk ke bsi mobile nya harus lakukan aktivasi lagi begitu seterus nya belum lagi harus datangi kantor cabang sangat ribet menyita waktu kalo bisa di perbaiki sistem nya begitu download kembali di ponsel bisa otomatis masuk ke akun bsi mobile kita biar full nanti bintang nya
Mustika Wahyu Jati,5,2023-08-25 04:49:07,"Paling nyaman transaksi mbanking gini, buat gen Z cashless saat transaksi sangat membantu banget sih ini. apalagi kalau mau top up e wallet tinggal klik aja semudah itu. fitur semakin simple dan praktis"
Kubud,1,2023-08-25 04:27:29,Transferan kenapa bisa tidak masuk
Wisnowidayat Hadeyanto,4,2023-08-25 03:53:56,Slow respon.
Agung Priyoto,1,2023-08-25 03:26:17,Tolong dong pihak bank BSI mobile banking nya tolong pelayanannya di tingkat kan lagi kalo mau transaksi atau tranfer sering gagal saldo sudah terpotong tapi ngak masuk ke rekening tujuan. Mau nya pegan cepat eehh tau nya lambat dan ribet hedeeehh paya
Muhammad Dodo Rayza,5,2023-08-25 03:14:04,Kok transfer ke bank lokal gak ada ya
Siti Muhajaroh,5,2023-08-25 02:57:27,Ok
sri hartono,5,2023-08-25 02:15:14,Ook
hendri yanto1981,5,2023-08-25 01:18:59,Good
Hilal Alfarizq,1,2023-08-25 01:06:31,"Force close terus mau aktivasi mobile bankingnya susah minta ampun,bug,selalu kehabisan waktu terus berulang ulang sampai saya capek MOHON KEBIJAKANYA DEVELOPER PERHATIKAN KINERJA APLIKASI SUPAYA PEMILIK REKENING TIDAK KECEWA!!!!!!!"
kaka isal Gunarsa,1,2023-08-24 15:56:02,Udh gua uninstall tpi ttep install otomatis menuh2in ruang aja apk gk jelas eror bug segala macam gk recommend bgt ya guys buat klian jgn download ni bank gk jelas nnti nyesel
Imam Riadi,5,2023-08-24 13:34:19,"Sejauh ini , ini sih yang paling jauh dan terbaik untuk syariat islam yang berkemajuan🪙"
Julius Sibarani,1,2023-08-24 13:32:19,AI FACE LEMOT BINTANG 1 AI FACE BERASA PINJOL ITUPUN GAK BISA-BISA
Nur Imansyah,5,2023-08-24 12:38:50,Tolong bsm aplikasinya di maintenance
Jama Luddin,5,2023-08-24 11:30:59,Sangat penting dalam bahasa Indonesia
Ahmad Amrina,5,2023-08-24 11:08:41,Baik
Teddy hermawan,1,2023-08-24 09:24:24,Tidak sesuai janji ... Kalau blm pasti jng menjanjikan ke nasabah.
Iskandar Bancin,1,2023-08-24 05:54:34,"Setelah download tidak bisa di buka,di suruh hapus history,tidak bisa di buka gimana hapus story' nya,tolong solusi nya"
Selikatias Sukamti,5,2023-08-24 05:42:38,Ok
Rahma Nurfadila,1,2023-08-24 05:16:32,Pas aplikasi di buka selalu keluar sendiri padahal baru di Download
A Rahman,1,2023-08-24 04:48:09,Setelah update Device Saya redmi 9 kenapa tidak bisa install aplikasi nya??? Parah sekali developer aplikasi nya sekelas bank plat merah!!!🤦‍♂️
Dede Dede pulu,3,2023-08-24 04:47:26,TT
Joyo Kusumo,4,2023-08-24 04:31:43,Saya dah daftar..dah berhasil..tp nunggu verifikasi data lama bgt..mohon bantuanya..pengajuan buka rekening dah selesei..tp dh 2 minggu proses verifikasi blm kelar juga..
muzayin fatin,5,2023-08-24 04:15:26,Ok
Wayan Aryadi,5,2023-08-24 04:09:12,Kode in saya tidak ada bagaimana solusi nya?
Edy Suwongso,5,2023-08-24 03:21:06,Mantap
arsya priyusa,1,2023-08-24 01:27:11,maaf ko saya abis perbarui versi malah gabisa masuk ke apknya ya?
Asnawi Aljawi,5,2023-08-24 00:58:44,"Alasannya , setiap kami Cek selalu aktif sekalipun kurang sinyal ..Syukron"
Evani HR,1,2023-08-24 00:15:18,Apaan sih. Dpake g bisa. Aktivasi smpai berkali2 sy. D nonaktifkan jg g bisa. Maunya apa??????? Zonkkkk!!!!
Robby Buds,5,2023-08-23 16:23:27,Sdh membaik
SDD Channel,5,2023-08-23 15:46:08,mudah sekali menggunakan aplikasi ini untuk umat muslim dan untuk menghindari riba
Angga chanel,1,2023-08-23 14:02:27,Mau login susahhh
Ftria Ylnda,5,2023-08-23 13:37:15,Kenapa perangkat saya tidak bisa aktivasi akun bank saya
Hasil Bumi,5,2023-08-23 13:33:17,Alhamdulillah ahirnya bisa juga aktivasi BSI gara gara keriset... Trims BSI sukses buat BSI selalu dihati... Udah ke kantor cabang gak bisa Trus pulang kerumah... Iseng iseng di download lagi ahirnya aktivasi sukses lancar jaya Sipp pokonya BSI BSI BSI Slalu dihati
anggar nuarika,1,2023-08-23 12:59:36,Sangat tidak membantu
Delong Lekuk,4,2023-08-23 12:37:46,Sering ada gangun tapi lumayan klo lagi bagus jaringanya
Game Account,2,2023-08-23 07:43:36,Masih terdapat bug keluar sendiri saat mau transfer beda bank
Rangga Al Yasir,3,2023-08-23 07:11:28,Pas di update aplikasi jadi tidak bisa di buka lagi kenapa ya?
Hafizh Mu'tashim,2,2023-08-23 06:35:03,"Aktivasi online lemot, sering gangguan. Semoga bisa ditingkatkan"
Asraruddin Mukhlis,3,2023-08-23 05:48:56,SAYA KASIH BINTANG 3 KAMU SESUAI DENGAN KESEMPATAN ISI PIN JIKA SALAH..KARENA CUMA 3X AJA CEWE GUWEH KENA BLOKIR.. MANUSIA TIDAK ADA YG SEMPURNA KADANG LUPA DAN LAIN2 TOLONG LAH KASIH 5X BATAS ISI PIN....
Sang Predator,1,2023-08-23 04:25:27,Apk nyeleneh ... semua udh diikutin masih gagal proses
KONAJAY CHANNEL,5,2023-08-23 03:56:58,Aplikasi sangat memudahkan kita
Salman Abdya,1,2023-08-23 03:51:21,Saya kasih bintang satu aja karna aplikasi jelek.saat kita buka aplikasi selalu terhenti.!
